source,target
အိမ်ထောင်ဦးစီးက မိန်းမကို ဈေးဝယ်ရန် လွှတ်လိုက်သည်။,အိမ်ထောင်ဦးစီးက မိန်းမကို ဈေးဝယ်ရန် စေလွှတ်လိုက်သည်။
မန်နေဂျာက အဖွဲ့သားများကို စစ်တမ်းကောက်ရန် လွှတ်လိုက်သည်။,မန်နေဂျာက အဖွဲ့သားများကို စစ်တမ်းကောက်ရန် စေလွှတ်လိုက်သည်။
ရာထူးကြီးသူက အမှုထမ်းကို စာပို့ရန် လွှတ်လိုက်သည်။,ရာထူးကြီးသူက အမှုထမ်းကို စာပို့ရန် စေလွှတ်လိုက်သည်။
အဖေက သမီးကို ကျောင်းသို့ လွှတ်လိုက်သည်။,အဖေက သမီးကို ကျောင်းသို့ စေလွှတ်လိုက်သည်။
အချုပ်အခြာအာဏာပိုင်က သံတမန်ကို နိုင်ငံခြားသို့ လွှတ်လိုက်သည်။,အချုပ်အခြာအာဏာပိုင်က သံတမန်ကို နိုင်ငံခြားသို့ စေလွှတ်လိုက်သည်။
ရွာက အကြီးအကဲက ကိုယ်စားလှယ်ကို မြို့သို့ လွှတ်လိုက်သည်။,ရွာက အကြီးအကဲက ကိုယ်စားလှယ်ကို မြို့သို့ စေလွှတ်လိုက်သည်။
ကုမ္ပဏီဒါရိုက်တာက အင်ဂျင်နီယာများကို စက်ရုံသို့ လွှတ်လိုက်သည်။,ကုမ္ပဏီဒါရိုက်တာက အင်ဂျင်နီယာများကို စက်ရုံသို့ စေလွှတ်လိုက်သည်။
စစ်ဦးစီးချုပ်က တပ်ဖွဲ့များကို တိုက်ပွဲသို့ လွှတ်လိုက်သည်။,စစ်ဦးစီးချုပ်က တပ်ဖွဲ့များကို တိုက်ပွဲသို့ စေလွှတ်လိုက်သည်။
ဆရာက တပည့်များကို အိမ်သို့ လွှတ်လိုက်သည်။,ဆရာက တပည့်များကို အိမ်သို့ စေလွှတ်လိုက်သည်။
သမ္မတက ဝန်ကြီးချုပ်ကို နိုင်ငံခြားသို့ လွှတ်လိုက်သည်။,သမ္မတက ဝန်ကြီးချုပ်ကို နိုင်ငံခြားသို့ စေလွှတ်လိုက်သည်။
စစ်ဘက်အကြီးအကဲက စစ်သားများကို လုံခြုံရေးတာဝန်ယူရန် လွှတ်လိုက်သည်။,စစ်ဘက်အကြီးအကဲက စစ်သားများကို လုံခြုံရေးတာဝန်ယူရန် စေလွှတ်လိုက်သည်။
ရဲချုပ်က ရဲများကို မြို့ထဲသို့ လွှတ်လိုက်သည်။,ရဲချုပ်က ရဲများကို မြို့ထဲသို့ စေလွှတ်လိုက်သည်။
အချုပ်အခြာအာဏာပိုင်က လက်ထောက်ကို စာရင်းစစ်ရန် လွှတ်လိုက်သည်။,အချုပ်အခြာအာဏာပိုင်က လက်ထောက်ကို စာရင်းစစ်ရန် စေလွှတ်လိုက်သည်။
မင်းက အမတ်ကို ရန်သူထံသို့ လွှတ်လိုက်သည်။,မင်းက အမတ်ကို ရန်သူထံသို့ စေလွှတ်လိုက်သည်။
ညွှန်ကြားရေးမှူးက ဝန်ထမ်းများကို ပြင်ပသို့ လွှတ်လိုက်သည်။,ညွှန်ကြားရေးမှူးက ဝန်ထမ်းများကို ပြင်ပသို့ စေလွှတ်လိုက်သည်။
ကျောင်းအုပ်ကြီးက ကျောင်းသားများကို စာကြည့်တိုက်သို့ လွှတ်လိုက်သည်။,ကျောင်းအုပ်ကြီးက ကျောင်းသားများကို စာကြည့်တိုက်သို့ စေလွှတ်လိုက်သည်။
အဖေက သားကို ကျောင်းသို့ လွှတ်လိုက်သည်။,အဖေက သားကို ကျောင်းသို့ စေလွှတ်လိုက်သည်။
ရဲအရာရှိက ရဲများကို စုံစမ်းစစ်ဆေးရန် လွှတ်လိုက်သည်။,ရဲအရာရှိက ရဲများကို စုံစမ်းစစ်ဆေးရန် စေလွှတ်လိုက်သည်။
အသုံးစရိတ်ကို သတိပြုရာထားရပေမည်။,အသုံးစရိတ်ကို သတိပြု၍ ရာထားရပေမည်။
ငွေကို သတိပြုရာထားရပေမည်။,ငွေကို သတိပြု၍ ရာထားရပေမည်။
ရန်ပုံငွေကို သတိပြုရာထားရပေမည်။,ရန်ပုံငွေကို သတိပြု၍ ရာထားရပေမည်။
အချိန်ကို သတိပြုရာထားရပေမည်။,အချိန်ကို သတိပြု၍ ရာထားရပေမည်။
ဘခင်သည် ဘုန်းတော်ကြီး သွားပင့်သည်။,ဘခင်သည် ဘုန်းတော်ကြီးကို ပင့်ရန် သွားသည်။
အမေက ဈေး သွားဝယ်သည်။,အမေက ဈေးကို ဝယ်ရန် သွားသည်။
မောင်လေးက ကစားကွင်း သွားဆော့သည်။,မောင်လေးက ကစားကွင်းမှာ ဆော့ရန် သွားသည်။
အဖေက အလုပ် သွားလုပ်သည်။,အဖေက အလုပ်ကို လုပ်ရန် သွားသည်။
အိမ်ရှင်မက မီးဖိုချောင် သွားဝင်သည်။,အိမ်ရှင်မက မီးဖိုချောင်သို့ ဝင်ရန် သွားသည်။
သူငယ်ချင်းတွေက ပန်းခြံ သွားဆော့သည်။,သူငယ်ချင်းတွေက ပန်းခြံမှာ ဆော့ရန် သွားသည်။
အမေက ဆရာဝန် သွားပြသည်။,အမေက ဆရာဝန်ကို ပြရန် သွားသည်။
အစ်မက စားသောက်ဆိုင် သွားစားသည်။,အစ်မက စားသောက်ဆိုင်မှာ စားရန် သွားသည်။
အဖေက ဘဏ် သွားငွေသွင်းသည်။,အဖေက ဘဏ်ကို ငွေသွင်းရန် သွားသည်။
ကျွန်တော်က စာမေးပွဲ သွားဖြေသည်။,ကျွန်တော်က စာမေးပွဲကို ဖြေရန် သွားသည်။
သူငယ်ချင်းတွေက ကစားပွဲ သွားကစားသည်။,သူငယ်ချင်းတွေက ကစားပွဲကို ကစားရန် သွားသည်။
ရဲက ရန်ဖြစ်တဲ့နေရာ သွားစစ်သည်။,ရဲက ရန်ဖြစ်တဲ့နေရာကို စစ်ရန် သွားသည်။
စာရင်းစစ်က ကုမ္ပဏီ သွားစစ်သည်။,စာရင်းစစ်က ကုမ္ပဏီကို စစ်ရန် သွားသည်။
သူဌေးက စာချုပ် သွားချုပ်သည်။,သူဌေးက စာချုပ်ကို ချုပ်ရန် သွားသည်။
ကုန်သည်က ကုန်ပစ္စည်း သွားဝယ်သည်။,ကုန်သည်က ကုန်ပစ္စည်းကို ဝယ်ရန် သွားသည်။
အမေက အင်တာဗျူး သွားဖြေသည်။,အမေက အင်တာဗျူးကို ဖြေရန် သွားသည်။
အဖေက ဧည့်ခံပွဲ သွားတက်သည်။,အဖေက ဧည့်ခံပွဲကို တက်ရန် သွားသည်။
အဘိုးက ဆွမ်း သွားလောင်းသည်။,အဘိုးက ဆွမ်းကို လောင်းရန် သွားသည်။
ညွှန်ကြားရေးမှူးက အစည်းအဝေး သွားတက်သည်။,ညွှန်ကြားရေးမှူးက အစည်းအဝေးကို တက်ရန် သွားသည်။
သူက ရဲစခန်း သွားတိုင်သည်။,သူက ရဲစခန်းတွင် တိုင်ရန် သွားသည်။
မိန်းမက ဆရာမ သွားတွေ့သည်။,မိန်းမက ဆရာမကို တွေ့ရန် သွားသည်။
ကျွန်တော် စာ သွားရေးသည်။,ကျွန်တော် စာရေးရန် သွားသည်။
ထိုစာအုပ်သည် အလွန်ကောင်း၏၊ ထိုကြောင့် အုပ်ရေတစ်သောင်း ရောင်းလိုက်ကြပြီးပြီ။,ထိုစာအုပ်သည် အလွန်ကောင်း၏၊ ထိုကြောင့် အုပ်ရေတစ်သောင်း ရောင်းရပြီးပြီ။
လက်သမားသည် ပစ္စည်းအပ်သူ ကျေနပ်စေအောင် ကြိုးစားသည်။,လက်သမားသည် ပစ္စည်းအပ်သူ ကျေနပ်အောင် ကြိုးစားသည်။
ဆရာပြောသည်မှာ ကြိုးစားကြ။,ဆရာပြောသည်မှာ ကြိုးစားကြ ဟူ၍ဖြစ်၏။
အိမ်သည် တံခါးရွက်ရှိ၏။,အိမ်မှာ တံခါးရွက်ရှိ၏။ 
အိမ်သည် တံခါးရွက်ရှိ၏။, အိမ်၌ တံခါးရွက်ရှိ၏။
ဒဂုန်မြို့ကို ရန်ကုန်ဟု တွင်၏။,ဒဂုန်မြို့သည် ရန်ကုန်ဟု တွင်၏။
ဒဂုန်မြို့သည် ရန်ကုန်ဟု ခေါ်၏။,ဒဂုန်မြို့ကို ရန်ကုန်ဟု ခေါ်၏။
ဤသတင်းသည် သတင်းစာ၌ ပါပြီးသည်။,ဤသတင်းသည် သတင်းစာ၌ ပါပြီးဖြစ်သည်။
ဦးဘမှ ဖိတ်ကြားပါသည်။,ဦးဘက ဖိတ်ကြားပါသည်။
ဘာက အနှောင့်အယှက်ဖြစ်နေသလဲ။,ဘာက အနှောင့်အယှက်ပြုနေသလဲ။
ဘာက အနှောင့်အယှက်ဖြစ်နေသလဲ။,ဘာသည် အနှောင့်အယှက်ဖြစ်နေသလဲ။
မည်သည့် စာအုပ် မကောင်းချေ။,မည်သည့် စာအုပ်မျှ မကောင်းချေ။
သူမသိမို့ မေးသည်။,သူမသိလို့ မေးသည်။
ဤစာအုပ်ကို ဖတ်ထိုက်၏။,ဤစာအုပ်သည် ဖတ်ထိုက်၏။
ဤစာအုပ်ကို ဖတ်ဘွယ်ကောင်း၏။,ဤစာအုပ်သည် ဖတ်ဖွယ်ကောင်း၏။
သူရဲကောင်းလို သတ္တိရှိသည်။,သူရဲကောင်းမို သတ္တိရှိသည်။
လူများသည် ရွှေကို တန်ဖိုးထားမြဲဖြစ်၏။,လူတို့သည် ရွှေကို တန်ဖိုးထားမြဲဖြစ်၏။
မိန်းကလေးသည် နောင်ရေးကို ပူပန်၏။,မိန်းကလေးသည် နောင်ရေးအတွက် ပူပန်၏။
ကျောင်းသားသည် စာအုပ်အား ဆရာကိုပေး၏။,ကျောင်းသားသည် စာအုပ်ကို ဆရာအားပေး၏။
သူသည် ပြည်သို့ မီးရထားနှင့် သွားသည်။,သူသည် ပြည်သို့ မီးရထားဖြင့် သွားသည်။
ဘောင်းဘီဖြင့် လူကို မှတ်မိ၏။,ဘောင်းဘီနှင့် လူကို မှတ်မိ၏။
ခင်ဗျား နံနက်စာကို စားသည့် ထမင်းသည် များသလား။,ခင်ဗျား နံနက်စာအဖြစ် စားသည့် ထမင်းသည် များသလား။
သူသည် ပုစ္ဆာဖြေဆိုချက်ကို ဆရာအားပြ၏။ ၎င်းကို ဆရာက စစ်ဆေးသည်။,သူသည် ပုစ္ဆာဖြေဆိုချက်ကို ဆရာအားပြ၏။ ယင်းကို ဆရာက စစ်ဆေးသည်။
ဆရာဝန်ကြီးသည် လန်ဒန်ကို သွားသည်။,ဆရာဝန်ကြီးသည် လန်ဒန်သို့ သွားသည်။
ကျွန်တော့်စာအုပ်ကို ခိုးလျှင် ဆရာကြီးနှင့်တိုင်မည်။,ကျွန်တော့်စာအုပ်ကို ခိုးလျှင် ဆရာကြီးအားတိုင်မည်။
ဤသူငယ်မသည် ကျွန်မထက်ငယ်သည်။,ဤသူငယ်မသည် ကျွန်မအောက်ငယ်သည်။
သူသည် နှစ်ရက် ရေမသောက်၍ နေနိုင်သည်။,သူသည် နှစ်ရက် ရေမသောက်ဘဲ နေနိုင်သည်။
မိုးရွာလျှင် ရေချိုးသည်။,မိုးရွာလျှင် ရေချိုးမည်။
စပါးပင်သည် သန်၏၊ အကြောင်းမူကား မြေသြဇာကျွေး၏။,စပါးပင်သည် သန်၏၊ အကြောင်းမူကား မြေသြဇာကျွေးခြင်းကြောင့်တည်း။
စပါးပင်သည် သန်၏၊ အကြောင်းမူကား မြေသြဇာကျွေး၏။,စပါးပင်သည် သန်၏၊ အကြောင်းမူကား မြေသြဇာကျွေးသောကြောင့်ဖြစ်၏။
သူသည် သွေးသားစင်ကြယ်၏၊ အဘယ်ကြောင့်ဆိုသော် ရေးများစွာသောက်၏။,သူသည် သွေးသားစင်ကြယ်၏၊ အဘယ်ကြောင့်ဆိုသော် ရေးများစွာသောက်သောကြောင့် ဖြစ်၏။
သူသည် သွေးသားစင်ကြယ်၏၊ အဘယ်ကြောင့်ဆိုသော် ရေးများစွာသောက်၏။,သူသည် သွေးသားစင်ကြယ်၏၊ အဘယ်ကြောင့်ဆိုသော် ရေးများစွာသောက်ခြင်းကြောင့်တည်း။
ဤ‌ကျောင်း၌ ပြောင်းရွှေ့သွားသော ဆရာနှစ်ဦးအတွက် ဆရာသစ် မရောက်သေးချေ။,ဤ‌ကျောင်း၌ ပြောင်းရွှေ့သွားသော ဆရာနှစ်ဦးအစား ဆရာသစ် မရောက်သေးချေ။
ဆရာတစ်ဦးအတွက် ဆရာသစ်တစ်ဦးလာမည်။,ဆရာတစ်ဦးအစား ဆရာသစ်တစ်ဦးလာမည်။
ကော်ဖီအတွက် လက်ဖက်ရည်သောက်မည်။,ကော်ဖီအစား လက်ဖက်ရည်သောက်မည်။
သူမအစား စာမေးပွဲစာရင်းသွင်းပေးခဲ့သည်။,သူမအတွက် စာမေးပွဲစာရင်းသွင်းပေးခဲ့သည်။
မိမိမိသားစုအစား အလုပ်လုပ်သည်။,မိမိမိသားစုအတွက် အလုပ်လုပ်သည်။
အဖွဲ့အစည်းအသစ်အစား အမည်ရွေးချယ်ပေးပါ။,အဖွဲ့အစည်းအသစ်အတွက် အမည်ရွေးချယ်ပေးပါ။
ကျောင်းသားများအစား စာအုပ်အသစ်များဝယ်လိုက်သည်။,ကျောင်းသားများအတွက် စာအုပ်အသစ်များဝယ်လိုက်သည်။
မိုးရွာလျှင် ငါ စာဖတ်သည်။,မိုးရွာလျှင် ငါ စာဖတ်မည်။
မနက်ဖြန် ကျောင်းသွားသည်။,မနက်ဖြန် ကျောင်းသွားမည်။
မနက်ဖြန်  ဈေးသွားသည်။,မနက်ဖြန်  ဈေးသွားမည်။
မနက်ဖြန် အလုပ်စသည်။,မနက်ဖြန် အလုပ်စမည်။
မနက်ဖြန်  ငါ ငါးစားသည်။,မနက်ဖြန်  ငါ ငါးစားမည်။
မိမိအလုပ်ကို စနစ်တကျလုပ်မည်။,မိမိအလုပ်ကို စနစ်တကျလုပ်သည်။
ကျောင်းသူများ သင်ခန်းစာနားထောင်မည်။,ကျောင်းသူများ သင်ခန်းစာနားထောင်သည်။
ဆရာ မှ တပည့်ကို ဆုံးမသည်။,ဆရာက တပည့်ကို ဆုံးမသည်။
ဆရာ မှ လူပျိုကြီးဖြစ်သည်။,ဆရာ လူပျိုကြီးဖြစ်သည်။
ဆရာ မှ  ကျောင်း၌ တစ်နေ့လုံးရှိသည်။,ဆရာသည် ကျောင်း၌ တစ်နေ့လုံးရှိသည်။
ယခင်နှစ် မှ မိုးကောင်းသည်။,ယခင်နှစ်က မိုးကောင်းသည်။
ကျောင်း မှ စောင့်နေပါ။,ကျောင်း မှ စောင့်နေပါ။
သူ အစားမစား၍ အိပ်သွားသည်။,သူ အစားမစားဘဲ အိပ်သွားသည်။
မိုးရွာဘဲ လမ်းများရေကြီးသည်။,မိုးရွာ၍ လမ်းများရေကြီးသည်။
အလုပ်များဘဲ အနားမယူနိုင်ပါ။,အလုပ်များ၍ အနားမယူနိုင်ပါ။
သူမလာဖြစ်ဘဲ အစည်းအဝေးမစတင်နိုင်ပါ။,သူမလာဖြစ်၍ အစည်းအဝေးမစတင်နိုင်ပါ။
မီးသတ်မရောက်ဘဲ အိမ်တစ်လုံးလုံးမီးလောင်သွားသည်။,မီးသတ်မရောက်၍ အိမ်တစ်လုံးလုံးမီးလောင်သွားသည်။
ငါ ငွေမယူ၍ ဈေးမသွားပါ။,ငါ ငွေမယူဘဲ ဈေးမသွားပါ။
သူ ငွေမပေး၍ ပစ္စည်းမယူပါ။,သူ ငွေမပေးဘဲ ပစ္စည်းမယူပါ။
သူမရောက်ဘဲ အစည်းအဝေးမစနိုင်ပါ။,သူမရောက်၍ အစည်းအဝေးမစနိုင်ပါ။
သူ့အပြစ်ကို မိဘနှင့် ပြောမည်။,သူ့အပြစ်ကို မိဘအား ပြောမည်။
သူ သူမအား လက်တွဲသွားသည်။,သူ သူမနှင့် လက်တွဲသွားသည်။
မိမိအကြံဉာဏ်ကို အဖွဲ့ဝင်နှင့် တိုင်ပင်မည်။,မိမိအကြံဉာဏ်ကို အဖွဲ့ဝင်အား တိုင်ပင်မည်။
စည်းမျဉ်းချိုးဖောက်မှုကို ဦးစီးမှူးနှင့် တိုင်ပင်မည်။,စည်းမျဉ်းချိုးဖောက်မှုကို ဦးစီးမှူးအား တိုင်ပင်မည်။
သူမနှင့် မေးခွန်းမေးသည်။,သူမအား မေးခွန်းမေးသည်။
ဤစာတမ်းကို နမူနာကို သတ်မှတ်ထားသည်။,ဤစာတမ်းကို နမူနာအဖြစ် သတ်မှတ်ထားသည်။
ဤနေ့ကို မိမိအောင်မြင်မှုကို မှတ်တမ်းတင်မည်။,ဤနေ့ကို မိမိအောင်မြင်မှုအဖြစ် မှတ်တမ်းတင်မည်။
သူ့အကြံကို အခြေခံချက်ကို ထားမည်။,သူ့အကြံကို အခြေခံချက်အဖြစ် ထားမည်။
ဤခရီးကို သင်တန်းခရီးကို လုပ်မည်။,ဤခရီးကို သင်တန်းခရီးအဖြစ် လုပ်မည်။
ဤစာကို ရှင်းပြချက်ကို ပေးပါ။,ဤစာကို ရှင်းပြချက်အဖြစ် ပေးပါ။
ဓာတ်ပုံအဖြစ် ကြည့်မည်။,ဓာတ်ပုံကို ကြည့်မည်။
ပစ္စည်းစာရင်းအဖြစ် စာရင်းတင်ပါ။,ပစ္စည်းစာရင်းကို စာရင်းတင်ပါ။
စာအဖြစ် ပို့မည်။,စာကို ပို့မည်။
အားလပ်သောအခါ သတင်းစာဖတ်ခြင်း၊ ဖတ်သင့်သော စာအုပ်ကောင်းများကို ဖတ်သင့်ပေသည်။,အားလပ်သောအခါ သတင်းစာကို ဖတ်ခြင်း၊ ဖတ်သင့်သော စာအုပ်ကောင်းများကို ဖတ်ခြင်း ပြုသင့်ပေသည်။
ထမင်းစားချိန်တ္ငင် စကားပြောခြင်း၊ လေမချွန်သင့်ပေ။,ထမင်းစားချိန်တ္ငင် စကားမပြောသင့်၊ လေမချွန်သင့်ပေ။
ဦးသိန်းနိုင်မှ မိန့်ခွန်းပြောကြားသည်။,ဦးသိန်းနိုင်က မိန့်ခွန်းပြောကြားသည်။
ကျောင်းဆရာကြီးမှ ဩဝါဒပေးသည်။,ကျောင်းဆရာကြီးကား ဩဝါဒပေးသည်။
ကျောင်းဆရာကြီးမှ ဩဝါဒပေးသည်။,ကျောင်းဆရာကြီးက ဩဝါဒပေးသည်။
လမင်းကြီးမှ ထိန်ထိန်သာနေသည်။,လမင်းကြီးက ထိန်ထိန်သာနေသည်။
အများတကာမှ ပြောနေကြပြီ။,အများတကာက ပြောနေကြပြီ။
အမေမှ ဆူနေ၏။,အမေကား ဆူနေ၏။
သူမှ စိတ်ဆိုးမှာစိုးသည်။,သူ စိတ်ဆိုးမှာစိုးသည်။
မိဘများမှ လက်ထပ်ထိမ်းမြားပေးကြသည်။,မိဘများက လက်ထပ်ထိမ်းမြားပေးကြသည်။
စာပေပညာရှင်ကြီးမှ ဟောပြောပါလိမ့်မည်။,စာပေပညာရှင်ကြီးကား ဟောပြောပါလိမ့်မည်။
စာပေပညာရှင်ကြီးမှ ဟောပြောပါလိမ့်မည်။,စာပေပညာရှင်ကြီးက ဟောပြောပါလိမ့်မည်။
အဖေ အလုပ်သို့ ပြန်လာနေသည်။,အဖေ အလုပ်က ပြန်လာနေသည်။
ဆရာမက သူ့အား ရိုက်သည်။,ဆရာမက သူ့ကို ရိုက်သည်။
အလှူငွေ ကျပ်တစ်သောင်းတိတိကို ကျောင်းကောင်စီအဖွဲ့ကို လှူဒါန်း၏။,အလှူငွေ ကျပ်တစ်သောင်းတိတိကို ကျောင်းကောင်စီအဖွဲ့အား လှူဒါန်း၏။
ငလျင်ကြောကြီးအား စစ်ဆေးမှုများ ပြုလုပ်ခဲ့သည်။,ငလျင်ကြောကြီးကို စစ်ဆေးမှုများ ပြုလုပ်ခဲ့သည်။
အလှူငွေ ကျပ်တစ်သောင်းတိတိအား ကျောင်းကောင်စီအဖွဲ့ကို လှူဒါန်း၏။,အလှူငွေ ကျပ်တစ်သောင်းတိတိကို ကျောင်းကောင်စီအဖွဲ့အား လှူဒါန်း၏။
ဖေဖေ မီးဖိုချောင်ကို သွားသည်။,ဖေဖေ မီးဖိုချောင်သို့ သွားသည်။
နေ့လည်စာကို ထမင်းသာ စားခဲ့သည်။,နေ့လည်စာအဖြစ် ထမင်းသာ စားခဲ့သည်။
ပါးကွက်ဖြင့် မိန်းကလေးသည် အလွန်လှ၏။,ပါးကွက်နှင့် မိန်းကလေးသည် အလွန်လှ၏။
အထူးပြုဘာသာကို သင်္ချာယူခဲ့သည်။,အထူးပြုဘာသာအဖြစ် သင်္ချာယူခဲ့သည်။
သူသည် နေ့စဥ် ထမင်းစားရေး အလုပ်လုပ်ရ၏။,သူသည် နေ့စဥ် ထမင်းစားရေးအတွက် အလုပ်လုပ်ရ၏။
ဘောလုံးကန်လျှင် အကျိုးဖြစ်နိုင်သည်။,ဘောလုံးကန်လျှင် အကျိုးကျေးဇူးဖြစ်နိုင်သည်။
ဖေဖေသည် စားသောက်နေထိုင်ရေး ရုန်းကန်ခဲ့ရသည်။,ဖေဖေသည် စားသောက်နေထိုင်ရေးအတွက် ရုန်းကန်ခဲ့ရသည်။
နိုင်ငံတော်သမ္မတသည် နိုင်ငံသားတိုင်း၏ကောင်းမွန်ရေး ကြိုးပမ်းရသည်။,နိုင်ငံတော်သမ္မတသည် နိုင်ငံသားတိုင်း၏ကောင်းမွန်ရေးအတွက် ကြိုးပမ်းရသည်။
ဘုရင်ကား တိုင်းသူပြည်သားတို့၏ ‌ရှေ့ရေး မျှော်မှန်းရ၏။,ဘုရင်ကား တိုင်းသူပြည်သားတို့၏ ‌ရှေ့ရေးအတွက် မျှော်မှန်းရ၏။
နိုင်ငံတော်သမ္မတမှာ နိုင်ငံသားတိုင်း၏ကောင်းမွန်ရေး ကြိုးပမ်းရသည်။,နိုင်ငံတော်သမ္မတမှာ နိုင်ငံသားတိုင်း၏ကောင်းမွန်ရေးအတွက် ကြိုးပမ်းရသည်။
နိုင်ငံတော်သမ္မတက နိုင်ငံသားတိုင်း၏ကောင်းမွန်ရေး ကြိုးပမ်းရသည်။,နိုင်ငံတော်သမ္မတက နိုင်ငံသားတိုင်း၏ကောင်းမွန်ရေးအတွက် ကြိုးပမ်းရသည်။
နိုင်ငံတော်သမ္မတကား နိုင်ငံသားတိုင်း၏ကောင်းမွန်ရေး ကြိုးပမ်းရသည်။,နိုင်ငံတော်သမ္မတကား နိုင်ငံသားတိုင်း၏ကောင်းမွန်ရေးအတွက် ကြိုးပမ်းရသည်။
ညီလေးမှာ အလေးစွန့်ပြီးသည်။,ညီလေးမှာ အလေးစွန့်ပြီးဖြစ်သည်။
ညီမလေး ထမင်းစားပြီးသည်။,ညီမလေး ထမင်းစားပြီးဖြစ်သည်။
ညီမလေးသည် ထမင်းစားပြီးသည်။,ညီမလေးသည် ထမင်းစားပြီးဖြစ်သည်။
ညီမလေးက ထမင်းစားပြီးသည်။,ညီမလေးက ထမင်းစားပြီးဖြစ်သည်။
ညီမလေးကား ထမင်းစားပြီးသည်။,ညီမလေးကား ထမင်းစားပြီးဖြစ်သည်။
ညီမလေးမှာ ထမင်းစားပြီးသည်။,ညီမလေးမှာ ထမင်းစားပြီးဖြစ်သည်။
မမ ထမင်းစားပြီးသည်။,မမ ထမင်းစားပြီးဖြစ်သည်။
မမက ထမင်းစားပြီးသည်။,မမက ထမင်းစားပြီးဖြစ်သည်။
မမကား ထမင်းစားပြီးသည်။,မမကား ထမင်းစားပြီးဖြစ်သည်။
မမသည် ထမင်းစားပြီးသည်။,မမသည် ထမင်းစားပြီးဖြစ်သည်။
မမမှာ ထမင်းစားပြီးသည်။,မမမှာ ထမင်းစားပြီးဖြစ်သည်။
ကိုကို ထမင်းစားပြီးသည်။,ကိုကို ထမင်းစားပြီးဖြစ်သည်။
ကိုကိုက ထမင်းစားပြီးသည်။,ကိုကိုက ထမင်းစားပြီးဖြစ်သည်။
ကိုကိုကား ထမင်းစားပြီးသည်။,ကိုကိုကား ထမင်းစားပြီးဖြစ်သည်။
ကိုကိုသည် ထမင်းစားပြီးသည်။,ကိုကိုသည် ထမင်းစားပြီးဖြစ်သည်။
ကိုကိုမှာ ထမင်းစားပြီးသည်။,ကိုကိုမှာ ထမင်းစားပြီးဖြစ်သည်။
ကိုကို့မှာ အရုပ်များစွာဖြစ်သည်။,ကိုကို့မှာ အရုပ်များစွာရှိသည်။
ဖေဖေက ကွယ်လွန်သွားပြီဖြစ်သည်။,ဖေဖေသည် ကွယ်လွန်သွားပြီဖြစ်သည်။
ဖေဖေက ကွယ်လွန်သွားပြီဖြစ်သည်။,ဖေဖေ ကွယ်လွန်သွားပြီဖြစ်သည်။
မောင်မောင်သည် မည်သည့် အသီးအရွက်မစားပါ။,မောင်မောင်သည် မည်သည့် အသီးအရွက်မျှ မစားပါ။
မောင်မောင်သည် မည်သည့် အသီးအရွက်မစားပါ။,မောင်မောင်သည် မည်သည့် အသီးအရွက်မဆို မစားပါ။
အဖုံးဖြင့် ပုလင်းကိုပေးပါ။,အဖုံးနှင့် ပုလင်းကိုပေးပါ။
မျက်မှန်ဖြင့် လူကို မောင်မောင်က ကြိုက်နေသည်။,မျက်မှန်နှင့် လူကို မောင်မောင်က ကြိုက်နေသည်။
အသားကို ရေစိမ်ပြီးနောက် သကြားဖြင့်နယ်ပါ။,အသားကို ရေစိမ်ပြီးနောက် သကြားနှင့်နယ်ပါ။
ကိုဝင်းမောင်သည် ထမင်းကို ငါးပိဖြင့် အမြဲ စားသည်။,ကိုဝင်းမောင်သည် ထမင်းကို ငါးပိနှင့် အမြဲ စားသည်။
ကိုဝင်းမောင်က ထမင်းကို ငါးပိဖြင့် အမြဲ စားသည်။,ကိုဝင်းမောင်က ထမင်းကို ငါးပိနှင့် အမြဲ စားသည်။
ကိုဝင်းမောင်ကား ထမင်းကို ငါးပိဖြင့် အမြဲ စား၏။,ကိုဝင်းမောင်ကား ထမင်းကို ငါးပိနှင့် အမြဲ စား၏။
မသူဇာသည် အရာရာတိုင်းကို ငွေနှင့် ဝယ်သည်။,မသူဇာသည် အရာရာတိုင်းကို ငွေဖြင့် ဝယ်သည်။
ရွာသားများသည် မြေကြီးကို စက်နှင့်တူးသည်။,ရွာသားများသည် မြေကြီးကို စက်ဖြင့်တူးသည်။
သူတို့သည် လှေကို တက်နှင့် လှော်နေကြသည်။,သူတို့သည် လှေကို တက်ဖြင့် လှော်နေကြသည်။
ညစ်ပတ်သောအရာများကို လက်အိတ်နှင့် ကိုင်သည်။,ညစ်ပတ်သောအရာများကို လက်အိတ်နှင့် ကိုင်သည်။
ညစ်ပတ်သောအရာများကို လက်အိတ်ဖြင့် ကိုင်သည်။,ညစ်ပတ်သောအရာများကို လက်အိတ်ဖြင့် ကိုင်သည်။
ကိုဝင်းမောင်မှာ ထမင်းကို ငါးပိဖြင့် အမြဲ စားသည်။,ကိုဝင်းမောင်မှာ ထမင်းကို ငါးပိနှင့် အမြဲ စားသည်။
ကျွန်တော်သည် ညစာကို ပေါင်မုန့်စားသည်။,ကျွန်တော်သည် ညစာအဖြစ် ပေါင်မုန့်စားသည်။
ဖေဖေ မော်လမြိုင်ကို သွားသည်။,ဖေဖေ မော်လမြိုင်သို့ သွားသည်။
ဖေဖေသည် မော်လမြိုင်ကို သွားသည်။,ဖေဖေသည် မော်လမြိုင်သို့ သွားသည်။
